teacher_policy,split,episode_id,step_id,selected_action_id,selected_action_name,teacher_score,teacher_margin,predicted_delay,predicted_energy,predicted_reward,deadline_met,semantic_target,semantic_match,priority_score,semantic_confidence,state_snr_norm,state_task_size_norm,state_cpu_cycles_norm,state_battery_norm,state_edge_load_norm,state_edge_energy_norm,prior_local,prior_edge_25,prior_edge_50,prior_edge_75,prior_edge_full,prior_cloud
teacher_energy_greedy,train,32,25,3,edge_75,0.321404,-0.141451,2.835937,0.194443,33.80582,1,edge,1,0.535291,0.751568,1.0,0.570839,0.741734,0.998519,0.089544,0.999698,0.041405,0.154141,0.229297,0.266876,0.266876,0.041405
teacher_energy_greedy,train,20,12,3,edge_75,0.166379,-0.075409,1.502187,0.100831,70.040867,1,edge,1,0.476436,0.59366,1.0,0.54176,0.387457,0.999312,0.102966,0.998336,0.067723,0.156772,0.216138,0.245821,0.245821,0.067723
teacher_energy_greedy,train,6,35,0,local,0.091498,-0.072796,0.648423,0.064842,88.087465,1,local,1,0.180889,0.535553,1.0,0.351896,0.064842,0.998001,0.131824,0.996493,0.612961,0.077408,0.077408,0.077408,0.077408,0.077408
teacher_energy_greedy,train,8,28,1,edge_25,0.061245,-0.039466,0.368794,0.035157,117.898523,1,edge,1,0.560579,0.74044,1.0,0.182845,0.045352,0.998408,0.196612,0.998158,0.04326,0.154326,0.22837,0.265392,0.265392,0.04326
teacher_energy_greedy,train,32,17,0,local,0.379577,-0.304143,2.537807,0.253781,24.981002,1,local,1,0.976295,0.569146,1.0,0.229572,0.253781,0.999008,0.177927,0.997489,0.640955,0.071809,0.071809,0.071809,0.071809,0.071809
teacher_energy_greedy,train,28,45,0,local,0.477429,-0.391153,3.104317,0.310432,11.805961,1,local,1,0.195836,0.871377,1.0,0.10696,0.310432,0.997394,0.094171,0.99589,0.892814,0.021437,0.021437,0.021437,0.021437,0.021437
teacher_energy_greedy,train,12,33,0,local,0.135202,-0.108055,0.934692,0.093469,101.942061,1,local,1,0.974733,0.861974,1.0,0.177312,0.093469,0.998172,0.153081,0.995382,0.884978,0.023004,0.023004,0.023004,0.023004,0.023004
teacher_energy_greedy,train,30,45,0,local,0.064412,-0.013697,0.251692,0.025169,116.288875,1,local,1,0.426024,0.753008,1.0,0.884877,0.025169,0.99741,0.158111,0.997302,0.794174,0.041165,0.041165,0.041165,0.041165,0.041165
teacher_energy_greedy,train,16,41,5,cloud,1.269106,0.274967,1.269065,0.036642,-30.416305,0,local,0,0.502906,0.895642,1.0,0.408342,0.54789,0.997613,0.219379,0.995512,0.913035,0.017393,0.017393,0.017393,0.017393,0.017393
teacher_energy_greedy,train,10,38,4,edge_100,0.193736,0.0,3.03384,0.024392,-7.166507,1,local,0,0.200439,0.709654,1.0,0.750648,0.59421,0.997847,0.144073,0.996868,0.758045,0.048391,0.048391,0.048391,0.048391,0.048391
teacher_energy_greedy,train,28,32,3,edge_75,0.37616,0.0,2.863956,0.191274,16.224243,1,edge,1,0.576765,0.574495,1.0,0.168663,0.75478,0.998141,0.121638,0.997142,0.070917,0.157092,0.214541,0.243266,0.243266,0.070917
teacher_energy_greedy,train,31,16,3,edge_75,0.422205,0.0,3.537347,0.248017,13.270514,1,edge,1,0.848976,0.91906,1.0,0.78465,0.923267,0.999091,0.22692,0.997575,0.01349,0.151349,0.243255,0.289208,0.289208,0.01349
teacher_energy_greedy,train,13,37,3,edge_75,0.280831,0.0,1.390666,0.110677,49.873208,1,local,0,0.431954,0.932418,1.0,0.452768,0.353925,0.997784,0.20387,0.996916,0.943681,0.011264,0.011264,0.011264,0.011264,0.011264
teacher_energy_greedy,train,29,21,3,edge_75,0.280054,-0.10557,2.264161,0.152881,44.760805,1,edge,1,0.881119,0.54483,1.0,0.595903,0.591225,0.998843,0.144871,0.998904,0.075862,0.157586,0.212069,0.239311,0.239311,0.075862
teacher_energy_greedy,train,15,39,0,local,0.042972,-0.025607,0.265811,0.026581,113.472037,1,local,1,0.21207,0.770196,1.0,0.301096,0.026581,0.997772,0.10485,0.995006,0.808497,0.038301,0.038301,0.038301,0.038301,0.038301
teacher_energy_greedy,train,1,29,3,edge_75,0.159284,-0.008136,0.668096,0.043683,116.666052,1,edge,1,0.791817,0.867178,1.0,0.03895,0.170754,0.997982,0.268981,0.997412,0.022137,0.152214,0.238932,0.28229,0.28229,0.022137
teacher_energy_greedy,train,28,33,2,edge_50,0.098842,-0.057605,0.66787,0.069164,111.97161,1,edge,1,0.352045,0.869763,1.0,0.587309,0.126225,0.998072,0.159743,0.996689,0.021706,0.152171,0.239147,0.282635,0.282635,0.021706
teacher_energy_greedy,train,18,30,3,edge_75,2.379835,0.0,3.745668,0.249216,-52.491004,0,edge,1,0.62928,0.874591,1.0,0.09298,0.990885,0.998379,0.10063,0.997691,0.020902,0.15209,0.239549,0.283279,0.283279,0.020902
teacher_energy_greedy,train,4,13,3,edge_75,0.361752,0.0,2.907802,0.203512,34.144971,1,edge,1,0.42941,0.884196,1.0,0.982943,0.755729,0.999258,0.129548,0.998736,0.019301,0.15193,0.24035,0.28456,0.28456,0.019301
teacher_energy_greedy,train,11,22,5,cloud,0.150287,1.177087,1.867777,0.018735,6.219341,1,cloud,1,0.376579,0.724166,1.0,0.638728,0.865154,0.998693,0.070764,0.997509,0.045972,0.045972,0.045972,0.045972,0.045972,0.770138
teacher_energy_greedy,train,23,26,5,cloud,0.088387,0.093799,0.998318,0.012173,38.54981,1,cloud,1,0.266801,0.904617,1.0,0.721657,0.436986,0.998543,0.231524,0.997978,0.015897,0.015897,0.015897,0.015897,0.015897,0.920514
teacher_energy_greedy,train,1,11,2,edge_50,0.323983,-0.189505,2.026026,0.206906,47.060699,1,edge,1,0.338431,0.53681,1.0,0.879408,0.396688,0.999243,0.208228,0.998115,0.077198,0.15772,0.211401,0.238241,0.238241,0.077198
teacher_energy_greedy,train,41,1,5,cloud,0.165963,0.134688,0.831932,0.042408,43.044162,1,cloud,1,0.625614,0.706964,1.0,0.696383,0.323558,0.999949,0.0,1.0,0.048839,0.048839,0.048839,0.048839,0.048839,0.755804
teacher_energy_greedy,train,34,23,4,edge_100,2.011672,-0.049116,3.987001,0.017697,-60.041788,0,edge,1,0.394643,0.651058,1.0,0.733508,0.787544,0.998713,0.099503,0.998219,0.058157,0.155816,0.220922,0.253474,0.253474,0.058157
teacher_energy_greedy,train,15,3,4,edge_100,0.112502,0.0,2.233038,0.008809,25.027229,1,local,0,0.504707,0.776954,1.0,0.364265,0.440824,0.999814,0.089544,0.999725,0.814128,0.037174,0.037174,0.037174,0.037174,0.037174
teacher_energy_greedy,train,27,31,2,edge_50,0.139105,-0.027316,0.338246,0.039805,117.883987,1,edge,1,0.224965,0.799533,1.0,0.677565,0.059939,0.998221,0.151118,0.997407,0.033411,0.153341,0.233294,0.273271,0.273271,0.033411
teacher_energy_greedy,train,5,9,3,edge_75,0.082899,-0.021573,0.602341,0.055131,105.712907,1,edge,1,0.432757,0.619914,1.0,0.948948,0.137877,0.999499,0.075883,0.999209,0.063348,0.156335,0.218326,0.249322,0.249322,0.063348
teacher_energy_greedy,train,22,37,1,edge_25,0.176126,-0.137926,1.218535,0.119464,85.792424,1,edge,1,0.435273,0.834708,1.0,0.039179,0.159034,0.997921,0.095812,0.997057,0.027549,0.152755,0.236226,0.277961,0.277961,0.027549
teacher_energy_greedy,train,12,49,4,edge_100,1.513023,0.0,4.992651,0.028015,-132.937276,0,edge,1,0.865258,0.500831,1.0,0.883373,0.984337,0.997284,0.127449,0.999277,0.083195,0.158319,0.208403,0.233444,0.233444,0.083195
teacher_energy_greedy,train,15,0,2,edge_50,0.25824,-0.081458,0.87251,0.089104,103.465207,1,edge,1,0.87792,0.899095,1.0,0.296271,0.171317,1.0,0.0,1.0,0.016817,0.151682,0.241591,0.286546,0.286546,0.016817
teacher_energy_greedy,train,14,39,2,edge_50,0.079646,-0.041202,0.485957,0.051086,97.265425,1,cloud,0,0.637316,0.594027,1.0,0.207755,0.09136,0.997714,0.091112,0.996691,0.067662,0.067662,0.067662,0.067662,0.067662,0.66169
teacher_energy_greedy,train,16,14,5,cloud,1.26907,0.26391,1.627773,0.063437,-45.676714,0,cloud,1,0.638372,0.696662,1.0,0.816087,0.70045,0.9992,0.084428,0.998873,0.050556,0.050556,0.050556,0.050556,0.050556,0.747218
teacher_energy_greedy,train,19,20,5,cloud,0.093348,0.086314,1.207082,0.027968,20.130352,1,local,0,0.938641,0.861844,1.0,0.472898,0.525574,0.998835,0.266484,0.997111,0.88487,0.023026,0.023026,0.023026,0.023026,0.023026
teacher_energy_greedy,train,31,0,4,edge_100,0.182523,0.0,2.727333,0.019805,2.977425,1,local,0,0.415266,0.862679,1.0,0.777236,0.535756,1.0,0.0,1.0,0.885566,0.022887,0.022887,0.022887,0.022887,0.022887
teacher_energy_greedy,train,8,28,1,edge_25,0.061245,-0.039466,0.368794,0.035157,117.898523,1,edge,1,0.560579,0.74044,1.0,0.182845,0.045352,0.998408,0.196612,0.998158,0.04326,0.154326,0.22837,0.265392,0.265392,0.04326
teacher_energy_greedy,train,19,29,5,cloud,0.18519,1.234511,1.595044,0.009004,15.997228,1,cloud,1,0.214498,0.639343,1.0,0.134833,0.738518,0.998322,0.178235,0.996807,0.060109,0.060109,0.060109,0.060109,0.060109,0.699453
teacher_energy_greedy,train,38,14,1,edge_25,0.202015,-0.116184,0.866741,0.085871,82.807883,1,edge,1,0.24534,0.637616,1.0,0.199372,0.1117,0.999225,0.104504,0.998563,0.060397,0.15604,0.219801,0.251682,0.251682,0.060397
teacher_energy_greedy,train,34,25,3,edge_75,0.383967,0.0,3.472652,0.231031,8.534251,1,edge,1,0.608174,0.787932,1.0,0.083542,0.918129,0.99861,0.148906,0.997589,0.035345,0.153534,0.232328,0.271724,0.271724,0.035345
teacher_energy_greedy,train,18,4,2,edge_50,0.061608,-0.020133,0.204423,0.018541,102.951035,1,cloud,0,0.86767,0.787129,1.0,0.079994,0.035565,0.999795,0.0,1.0,0.035478,0.035478,0.035478,0.035478,0.035478,0.822608
teacher_energy_greedy,train,5,15,4,edge_100,0.112751,0.0,2.10474,0.009204,32.202991,1,local,0,0.956507,0.891835,1.0,0.324246,0.415062,0.999147,0.138396,0.998545,0.909862,0.018028,0.018028,0.018028,0.018028,0.018028
teacher_energy_greedy,train,3,10,1,edge_25,0.17898,-0.131639,1.101343,0.107659,91.290107,1,edge,1,0.702337,0.725672,1.0,0.022396,0.143453,0.999463,0.051322,0.999222,0.045721,0.154572,0.227139,0.263423,0.263423,0.045721
teacher_energy_greedy,train,13,1,3,edge_75,0.067809,0.0,0.346586,0.048269,123.541294,1,edge,1,0.215209,0.904137,1.0,0.720365,0.064812,0.999928,0.0,1.0,0.015977,0.151598,0.242011,0.287218,0.287218,0.015977
teacher_energy_greedy,train,4,5,5,cloud,0.190958,1.237278,1.09035,0.003895,8.358564,1,edge,0,0.316511,0.73781,1.0,0.194339,0.49128,0.999698,0.033082,0.999707,0.043698,0.15437,0.228151,0.265041,0.265041,0.043698
teacher_energy_greedy,train,4,21,5,cloud,1.374064,0.409461,1.248269,0.007931,-22.966232,0,local,0,0.524352,0.516177,1.0,0.412952,0.566204,0.998829,0.071839,0.997894,0.596814,0.080637,0.080637,0.080637,0.080637,0.080637
teacher_energy_greedy,train,23,15,1,edge_25,0.137447,-0.076194,0.454148,0.04294,116.30933,1,edge,1,0.704493,0.905973,1.0,0.010627,0.057191,0.999163,0.120872,0.998995,0.015671,0.151567,0.242164,0.287463,0.287463,0.015671
teacher_energy_greedy,train,29,10,1,edge_25,0.38657,-0.262239,2.092055,0.207131,19.884406,1,local,0,0.681674,0.899235,1.0,0.402069,0.274535,0.999468,0.027127,0.999984,0.916029,0.016794,0.016794,0.016794,0.016794,0.016794
teacher_energy_greedy,train,13,48,0,local,0.506353,-0.33828,3.12096,0.312096,12.121861,1,local,1,0.783212,0.925557,1.0,0.968933,0.312096,0.997082,0.296497,0.994904,0.937964,0.012407,0.012407,0.012407,0.012407,0.012407
teacher_energy_greedy,train,5,49,3,edge_75,0.220193,-0.050994,1.401564,0.092384,51.194318,1,local,0,0.363844,0.929529,1.0,0.03349,0.3665,0.997314,0.104798,0.995668,0.941274,0.011745,0.011745,0.011745,0.011745,0.011745
teacher_energy_greedy,train,3,42,4,edge_100,0.163525,0.0,2.717814,0.004073,2.812594,1,local,0,0.454343,0.948562,1.0,0.340194,0.539707,0.997766,0.036693,0.997752,0.957135,0.008573,0.008573,0.008573,0.008573,0.008573
teacher_energy_greedy,train,28,26,3,edge_75,0.203544,-0.064974,1.512928,0.106448,85.356431,1,edge,1,0.639782,0.77011,1.0,0.584479,0.388721,0.998495,0.194237,0.997517,0.038315,0.153831,0.230843,0.269348,0.269348,0.038315
teacher_energy_greedy,train,16,15,3,edge_75,1.634492,-0.03554,2.69214,0.202382,-34.50926,0,edge,1,0.924719,0.879672,1.0,0.45704,0.693303,0.999144,0.069231,0.998873,0.020055,0.152005,0.239973,0.283956,0.283956,0.020055
teacher_energy_greedy,train,13,34,3,edge_75,0.207963,0.0,0.516696,0.072364,83.184477,1,local,0,0.680085,0.761948,1.0,0.921675,0.101088,0.99797,0.187762,0.997554,0.801623,0.039675,0.039675,0.039675,0.039675,0.039675
teacher_energy_greedy,train,1,43,5,cloud,1.257004,0.321878,1.983471,0.01978,-28.040914,0,cloud,1,0.396965,0.747024,1.0,0.552971,0.921956,0.996974,0.28415,0.995253,0.042163,0.042163,0.042163,0.042163,0.042163,0.789187
teacher_energy_greedy,train,28,12,0,local,0.308598,-0.238044,2.074701,0.20747,51.405986,1,local,1,0.439054,0.857548,1.0,0.794497,0.20747,0.999338,0.122158,0.999323,0.88129,0.023742,0.023742,0.023742,0.023742,0.023742
teacher_energy_greedy,train,41,33,5,cloud,0.136171,1.139949,0.668604,0.008612,28.687099,1,edge,0,0.680667,0.725577,1.0,0.144569,0.27569,0.99817,0.041703,0.998695,0.045737,0.154574,0.227131,0.26341,0.26341,0.045737
teacher_energy_greedy,train,5,2,2,edge_50,0.26866,-0.174633,1.7645,0.176015,51.298683,1,cloud,0,0.93545,0.521531,1.0,0.043388,0.350726,0.99989,0.142,0.999485,0.079745,0.079745,0.079745,0.079745,0.079745,0.601276
teacher_energy_greedy,train,18,36,2,edge_50,0.089602,-0.055616,0.587751,0.057164,79.384226,1,cloud,0,0.233002,0.924762,1.0,0.10483,0.112131,0.997977,0.079964,0.996607,0.01254,0.01254,0.01254,0.01254,0.01254,0.937301
teacher_energy_greedy,train,36,35,4,edge_100,1.617193,-0.002488,3.006714,0.022028,-39.372009,0,edge,1,0.589345,0.683103,1.0,0.951839,0.589449,0.998024,0.170542,0.997192,0.052816,0.155282,0.223592,0.257747,0.257747,0.052816
teacher_energy_greedy,train,31,7,4,edge_100,0.168891,0.0,2.668373,0.015671,6.298616,1,local,0,0.369906,0.782353,1.0,0.56196,0.524869,0.999599,0.153027,0.999267,0.818627,0.036275,0.036275,0.036275,0.036275,0.036275
teacher_energy_greedy,train,38,23,5,cloud,0.094388,0.251043,1.607608,0.007135,7.179003,1,local,0,0.750068,0.891539,1.0,0.190647,0.746669,0.99872,0.182151,0.997479,0.909616,0.018077,0.018077,0.018077,0.018077,0.018077
teacher_energy_greedy,train,7,15,3,edge_75,0.068001,-0.001845,0.269738,0.02728,119.807618,1,edge,1,0.72046,0.528668,1.0,0.969758,0.052548,0.999194,0.101,0.997908,0.078555,0.157856,0.210722,0.237156,0.237156,0.078555
teacher_energy_greedy,train,27,47,4,edge_100,0.19308,-0.000989,0.872864,0.004307,95.312075,1,edge,1,0.239044,0.943695,1.0,0.142052,0.170901,0.997336,0.035429,0.996324,0.009384,0.150938,0.245308,0.292493,0.292493,0.009384
teacher_energy_greedy,train,31,14,5,cloud,0.193749,1.211046,0.920518,0.01644,39.683075,1,cloud,1,0.110122,0.832899,1.0,0.596387,0.393819,0.999195,0.188757,0.998036,0.02785,0.02785,0.02785,0.02785,0.02785,0.860749
teacher_energy_greedy,train,20,40,0,local,0.260445,-0.185285,1.42425,0.142425,59.033888,1,local,1,0.131592,0.577981,1.0,0.984536,0.142425,0.997623,0.148671,0.995602,0.648317,0.070337,0.070337,0.070337,0.070337,0.070337
teacher_energy_greedy,train,23,36,5,cloud,0.089582,0.272691,1.750423,0.002738,-1.18555,1,local,0,0.300838,0.848568,1.0,0.154889,0.822473,0.998006,0.166136,0.997095,0.873807,0.025239,0.025239,0.025239,0.025239,0.025239
teacher_energy_greedy,train,1,39,4,edge_100,0.07084,0.0,1.022984,0.023824,78.516866,1,cloud,0,0.643338,0.679955,1.0,0.64955,0.192408,0.997259,0.175768,0.996115,0.053341,0.053341,0.053341,0.053341,0.053341,0.733296
teacher_energy_greedy,train,19,30,1,edge_25,0.378103,-0.198125,1.811334,0.188088,30.746628,1,local,0,0.340097,0.724724,1.0,0.651599,0.23644,0.998271,0.146153,0.996807,0.770603,0.045879,0.045879,0.045879,0.045879,0.045879
teacher_energy_greedy,train,36,4,5,cloud,0.104968,0.106378,1.73085,0.024978,-16.955321,1,local,0,0.130414,0.857236,1.0,0.965135,0.790447,0.999769,0.089544,0.999646,0.88103,0.023794,0.023794,0.023794,0.023794,0.023794
teacher_energy_greedy,train,36,49,3,edge_75,0.254,-0.075022,1.816932,0.127176,69.993596,1,edge,1,0.158638,0.884208,1.0,0.560646,0.469651,0.997233,0.123588,0.995141,0.019299,0.15193,0.240351,0.284561,0.284561,0.019299
teacher_energy_greedy,train,1,36,1,edge_25,2.075728,-1.648711,7.528297,0.754274,-239.060776,0,local,0,0.954949,0.596028,1.0,0.547479,0.99898,0.99754,0.245615,0.996315,0.663356,0.067329,0.067329,0.067329,0.067329,0.067329
teacher_energy_greedy,train,11,18,0,local,0.480512,-0.388206,3.299279,0.329928,-6.571283,1,local,1,0.245094,0.682888,1.0,0.549371,0.329928,0.998933,0.156516,0.997509,0.73574,0.052852,0.052852,0.052852,0.052852,0.052852
teacher_energy_greedy,train,28,1,2,edge_50,0.270432,-0.178132,1.807045,0.178775,65.134098,1,edge,1,0.273569,0.847761,1.0,0.059534,0.356171,0.999949,0.0,1.0,0.025373,0.152537,0.237313,0.279701,0.279701,0.025373
teacher_energy_greedy,train,7,15,3,edge_75,0.068001,-0.001845,0.269738,0.02728,119.807618,1,edge,1,0.72046,0.528668,1.0,0.969758,0.052548,0.999194,0.101,0.997908,0.078555,0.157856,0.210722,0.237156,0.237156,0.078555
teacher_energy_greedy,train,18,25,3,edge_75,0.217116,-0.093308,1.885496,0.128055,62.669198,1,edge,1,0.114424,0.723946,1.0,0.327778,0.49164,0.998657,0.19826,0.997986,0.046009,0.154601,0.226996,0.263193,0.263193,0.046009
teacher_energy_greedy,train,4,49,3,edge_75,0.073382,-0.019928,0.526163,0.04152,101.898664,1,edge,1,0.12182,0.526725,1.0,0.77052,0.123912,0.997283,0.122269,0.996776,0.078879,0.157888,0.21056,0.236897,0.236897,0.078879
teacher_energy_greedy,train,33,23,2,edge_50,0.542102,-0.35891,3.612738,0.35922,-12.953968,1,edge,1,0.656656,0.565684,1.0,0.021021,0.717463,0.998698,0.011457,0.999552,0.072386,0.157239,0.213807,0.242091,0.242091,0.072386
teacher_energy_greedy,train,3,40,5,cloud,1.707499,0.76556,1.858707,0.00769,-73.36042,0,cloud,1,0.939054,0.653154,1.0,0.653173,0.871663,0.997868,0.05457,0.997752,0.057808,0.057808,0.057808,0.057808,0.057808,0.710962
teacher_energy_greedy,train,1,28,1,edge_25,2.059909,-0.742046,5.999347,0.599344,-130.234466,0,edge,1,0.330276,0.553178,1.0,0.260818,0.795884,0.998092,0.254854,0.997571,0.07447,0.157447,0.212765,0.240424,0.240424,0.07447
teacher_energy_greedy,train,26,27,0,local,0.226356,-0.159678,1.002575,0.100257,77.874296,1,local,1,0.71504,0.588735,1.0,0.023697,0.100257,0.998416,0.159754,0.996765,0.657279,0.068544,0.068544,0.068544,0.068544,0.068544
teacher_energy_greedy,train,17,47,1,edge_25,0.245599,-0.130136,0.84213,0.082915,87.243219,1,edge,1,0.988577,0.649632,1.0,0.222476,0.108357,0.997327,0.127312,0.994721,0.058395,0.155839,0.220803,0.253284,0.253284,0.058395
teacher_energy_greedy,train,24,43,1,edge_25,0.093828,-0.060916,0.49558,0.047472,102.630228,1,edge,1,0.616286,0.567963,1.0,0.091658,0.0625,0.997542,0.048169,0.994632,0.072006,0.157201,0.213997,0.242395,0.242395,0.072006
teacher_energy_greedy,train,21,32,1,edge_25,0.282687,-0.135686,0.848044,0.084862,63.414964,1,local,0,0.404708,0.841458,1.0,0.490047,0.108432,0.998194,0.057195,0.99877,0.867882,0.026424,0.026424,0.026424,0.026424,0.026424
teacher_energy_greedy,train,16,40,5,cloud,0.154324,0.004019,0.452884,0.081493,61.981894,1,cloud,1,0.918474,0.943682,1.0,0.912614,0.094949,0.997669,0.267535,0.995512,0.009386,0.009386,0.009386,0.009386,0.009386,0.953068
teacher_energy_greedy,train,31,10,3,edge_75,1.631649,0.0,1.571677,0.11765,14.979266,0,edge,1,0.596617,0.610738,1.0,0.82792,0.403021,0.999428,0.211614,0.998428,0.064877,0.156488,0.217562,0.248098,0.248098,0.064877
teacher_energy_greedy,train,0,20,2,edge_50,2.330543,-0.404806,3.332566,0.337431,-66.608831,0,local,0,0.691201,0.591086,1.0,0.603199,0.6591,0.998828,0.204851,0.999151,0.659238,0.068152,0.068152,0.068152,0.068152,0.068152
teacher_energy_greedy,train,39,49,3,edge_75,1.653491,0.0,2.148042,0.153513,31.633755,0,edge,1,0.237648,0.704606,1.0,0.662636,0.554696,0.997235,0.143639,0.996134,0.049232,0.154923,0.225384,0.260614,0.260614,0.049232
teacher_energy_greedy,train,3,46,0,local,0.244415,-0.182714,1.428039,0.142804,60.738305,1,local,1,0.360443,0.530246,1.0,0.719445,0.142804,0.997565,0.071726,0.99732,0.608539,0.078292,0.078292,0.078292,0.078292,0.078292
teacher_energy_greedy,train,32,43,5,cloud,0.174373,1.173998,0.75582,0.014529,44.580702,1,cloud,1,0.84471,0.752035,1.0,0.734794,0.313381,0.997405,0.257898,0.997023,0.041327,0.041327,0.041327,0.041327,0.041327,0.793363
teacher_energy_greedy,train,15,19,5,cloud,0.144594,1.190949,2.08062,0.005823,-9.654929,1,local,0,0.172335,0.685652,1.0,0.247925,0.984487,0.998907,0.199342,0.997004,0.738043,0.052391,0.052391,0.052391,0.052391,0.052391
teacher_energy_greedy,train,31,13,2,edge_50,0.289427,-0.187421,1.89659,0.187561,39.90472,1,cloud,0,0.327378,0.616093,1.0,0.03172,0.374191,0.999264,0.157021,0.998186,0.063985,0.063985,0.063985,0.063985,0.063985,0.680077
teacher_energy_greedy,train,29,45,3,edge_75,0.245593,0.0,0.695379,0.048429,96.328838,1,edge,1,0.594726,0.640005,1.0,0.587591,0.172852,0.997482,0.167898,0.99666,0.059999,0.156,0.22,0.252001,0.252001,0.059999
teacher_energy_greedy,train,14,43,4,edge_100,0.13501,0.0,2.931515,0.003145,-1.911709,1,local,0,0.653519,0.895204,1.0,0.055407,0.583217,0.997481,0.190716,0.996105,0.91267,0.017466,0.017466,0.017466,0.017466,0.017466
teacher_energy_greedy,train,32,37,2,edge_50,0.249105,-0.170336,1.732387,0.171494,59.159321,1,edge,1,0.485442,0.589465,1.0,0.08719,0.341129,0.997774,0.105543,0.998096,0.068422,0.156842,0.215789,0.245262,0.245262,0.068422
teacher_energy_greedy,train,33,1,2,edge_50,0.122764,-0.050059,0.678668,0.07545,112.151612,1,edge,1,0.636134,0.719624,1.0,0.486836,0.128786,0.999948,0.0,1.0,0.046729,0.154673,0.226635,0.262617,0.262617,0.046729
teacher_energy_greedy,train,21,23,0,local,0.251715,-0.194665,1.66741,0.166741,64.096618,1,local,1,0.47648,0.71785,1.0,0.398314,0.166741,0.998703,0.046674,0.999088,0.764875,0.047025,0.047025,0.047025,0.047025,0.047025
teacher_energy_greedy,train,37,7,4,edge_100,0.139708,0.0,3.092034,0.00492,-1.438737,1,local,0,0.397625,0.575216,1.0,0.214135,0.614389,0.999638,0.01824,0.999965,0.646013,0.070797,0.070797,0.070797,0.070797,0.070797
teacher_energy_greedy,train,38,14,1,edge_25,0.202015,-0.116184,0.866741,0.085871,82.807883,1,edge,1,0.24534,0.637616,1.0,0.199372,0.1117,0.999225,0.104504,0.998563,0.060397,0.15604,0.219801,0.251682,0.251682,0.060397
teacher_energy_greedy,train,8,4,5,cloud,1.54984,0.63713,1.927447,0.015367,-47.961778,0,local,0,0.494778,0.600667,1.0,0.579595,0.898357,0.999794,0.0,1.0,0.667223,0.066555,0.066555,0.066555,0.066555,0.066555
teacher_energy_greedy,train,1,24,1,edge_25,0.197204,-0.090398,0.446903,0.044038,85.645486,1,local,0,0.258365,0.603258,1.0,0.240592,0.055612,0.998342,0.17644,0.998672,0.669382,0.066124,0.066124,0.066124,0.066124,0.066124
teacher_energy_greedy,train,20,13,5,cloud,0.121042,1.164709,1.945874,0.00127,12.205328,1,cloud,1,0.201978,0.850047,1.0,0.129457,0.921667,0.999252,0.144432,0.998104,0.024992,0.024992,0.024992,0.024992,0.024992,0.875039
teacher_energy_greedy,train,0,37,1,edge_25,1.544129,-1.361698,2.905285,0.289959,-28.444635,0,cloud,0,0.235456,0.9314,1.0,0.520577,0.38265,0.997664,0.307831,0.995286,0.011433,0.011433,0.011433,0.011433,0.011433,0.942833
teacher_energy_greedy,train,5,4,5,cloud,0.148696,1.185352,1.358064,0.007565,17.62501,1,local,0,0.562994,0.61593,1.0,0.268408,0.621467,0.999755,0.204681,0.999209,0.679941,0.064012,0.064012,0.064012,0.064012,0.064012
teacher_energy_greedy,train,24,39,5,cloud,1.371524,0.424975,1.492333,0.021138,-28.797644,0,local,0,0.299173,0.800426,1.0,0.800958,0.675029,0.997773,0.106539,0.994632,0.833688,0.033262,0.033262,0.033262,0.033262,0.033262
teacher_energy_greedy,train,41,2,4,edge_100,1.791648,0.0,4.155439,0.055046,-50.365239,0,edge,1,0.301066,0.81624,1.0,0.922459,0.806028,0.999895,0.0,1.0,0.030627,0.153063,0.234687,0.275499,0.275499,0.030627
teacher_energy_greedy,train,10,17,3,edge_75,0.055523,-0.007599,0.358942,0.038537,130.096448,1,edge,1,0.621315,0.733676,1.0,0.840172,0.078481,0.998984,0.112904,0.997657,0.044387,0.154439,0.227806,0.26449,0.26449,0.044387
teacher_energy_greedy,train,33,11,5,cloud,0.070269,0.019797,0.401672,0.0367,52.341848,1,cloud,1,0.453685,0.562288,1.0,0.754752,0.114135,0.999357,0.123968,0.999552,0.072952,0.072952,0.072952,0.072952,0.072952,0.63524
teacher_energy_greedy,train,20,43,3,edge_75,0.170018,-0.017274,0.84847,0.063487,109.696625,1,edge,1,0.471945,0.80942,1.0,0.989292,0.212834,0.997437,0.191172,0.995361,0.031763,0.153176,0.234118,0.274589,0.274589,0.031763
teacher_energy_greedy,train,17,3,4,edge_100,0.127361,0.0,2.814142,0.003889,5.717286,1,local,0,0.972685,0.836603,1.0,0.171094,0.559283,0.999835,0.0,1.0,0.863836,0.027233,0.027233,0.027233,0.027233,0.027233
teacher_energy_greedy,train,27,18,2,edge_50,0.328073,-0.225848,2.309868,0.23082,24.305158,1,cloud,0,0.991308,0.824014,1.0,0.188264,0.45622,0.999011,0.104728,0.998969,0.029331,0.029331,0.029331,0.029331,0.029331,0.853345
teacher_energy_greedy,train,3,15,2,edge_50,0.226232,-0.139155,1.418183,0.139899,73.431399,1,edge,1,0.721911,0.612448,1.0,0.131441,0.278111,0.9992,0.046155,0.999193,0.064592,0.156459,0.217704,0.248326,0.248326,0.064592
