task_id,device_id,arrival_time,deadline,data_size,cpu_cycles,priority,location_x,location_y,raw_location_x,raw_location_y,server_id,server_cpu_utilization,server_mem_utilization,execution_time_s,alibaba_duration_s,difficulty_score,reference_best_case_delay_s,deadline_window_proxy_s,edge_execution_anchor_s,target_edge_service_s,task_name,job_name,task_type_raw,service_class,field_source_arrival_time,field_source_location,field_source_execution_time,field_source_server_context,field_source_workload,field_proxy_deadline,field_proxy_data_size,field_proxy_cpu_cycles,field_proxy_priority,fusion_mode,decision_balance,service_class_mode,arrival_rank,mobility_rank,server_load_score,size_bits,cpu_norm_hint,size_norm_hint
2849,1,438757.0,438757.4425019456,646,687342511,0,84.00775813970084,555.6393352408479,41.79504597,12.43490965,18,41.0,86.0,0.3069109916687011,830.0,0.36977499999999996,0.31238580121875004,0.442501945577435,0.3069109916687011,0.3436712556958198,R2_1,j_126928,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5699139827965594,0.5333333333333333,0.5675,5292032.0,0.5806495632384756,0.5899858570091443
2850,1,438811.0,438812.0501465144,2662,2528533008,3,665.6735979578492,724.6196273058771,41.91005082,12.49660921,30,44.0,92.0,0.6617031097412109,27.0,0.7285,1.2018097485,1.0501465143622553,0.6617031097412109,1.264266504049301,R7_13,j_110792,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5701140228045609,0.6222222222222222,0.608,21807104.0,0.846593444843498,0.9139281341455565
2851,1,438927.0,438927.41089096246,646,653064394,1,373.60843300100333,945.9042390711124,41.85230476,12.57740658,9,36.0,96.0,0.3057818412780761,22.0,0.31786000000000003,0.3027450808125,0.410890962443733,0.3057818412780761,0.3265321970272064,J5_1_4,j_104661,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5703140628125625,0.5506172839506173,0.57,5292032.0,0.5702048470071216,0.5899858570091443
2852,1,438927.0,438927.12,49,40000000,0,531.9088928291956,702.2334679768647,41.88360335,12.48843538,25,37.0,90.0,0.1041147708892822,3.0,0.070795,0.02028168,0.12,0.1041147708892822,0.02548503141742944,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_109918,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5705141028205641,0.5037037037037037,0.5555,401408.0,0.0,0.0
2853,1,439234.0,439234.34875943797,646,645969247,2,526.3912916325847,711.4104231000872,41.88251243,12.49178615,23,32.0,93.0,0.3048491477966308,16.0,0.30949,0.30074957071875,0.3487594379640955,0.3048491477966308,0.3229846235990524,J8_2_4_7,j_174792,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5707141428285657,0.508641975308642,0.5335,5292032.0,0.5679745281110855,0.5899858570091443
2854,8,439251.0,439251.12,49,40000000,0,575.5394259520457,651.1386942796979,41.89222982,12.46977921,30,32.0,91.0,0.1053628921508789,4.0,0.081535,0.02028168,0.12,0.1053628921508789,0.026186603467226028,task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_130389,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5709141828365674,0.4271604938271605,0.5265,401408.0,0.0,0.0
2855,1,439565.0,439565.68511087506,1031,1082929972,1,717.2091928324669,731.9151090273002,41.92024025,12.499273,9,39.0,91.0,0.4110212326049804,1.0,0.567365,0.494607974625,0.6851108750522464,0.4110212326049804,0.5414649860906601,M10,j_61542,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5711142228445689,0.6074074074074074,0.5720000000000001,8445952.0,0.6734637269591242,0.696931167262462
2856,9,439579.0,439579.12,106,97010321,0,600.788374052358,659.3413081158026,41.89722195,12.47277422,25,34.0,95.0,0.3031818866729736,7.0,0.28564,0.04682207278125,0.12,0.3031818866729736,0.09701032100629804,R8_7,j_135968,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5713142628525705,0.49876543209876545,0.5535,868352.0,0.18088182641563946,0.1765209241245683
2857,1,439726.0,439726.68823410274,2271,1508589022,3,621.0230177102337,680.1330708749099,41.90122267,12.48036589,22,40.0,94.0,0.418654203414917,4.0,0.64137,0.8428813824375001,0.6882341027283244,0.418654203414917,0.7542945114701987,R2_1,j_35998,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5715143028605721,0.6,0.589,18604032.0,0.7411469545902731,0.8775867275824463
2858,1,440028.0,440032.32747524907,3597,5087096176,0,647.5882453831604,707.1115283358515,41.90647505,12.4902165,30,40.0,97.0,0.8795969486236572,148.0,0.7588,2.0937448395,4.327475249044419,0.8795969486236572,2.543548088274002,J6_1_2_5,j_64996,1,cloud_batch,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5717143428685737,0.6172839506172839,0.5994999999999999,29466624.0,0.9893220416264744,0.9827922553294313
2859,1,440117.0,440117.68683678727,1031,1070072617,0,569.6663154714457,713.9257277478924,41.89106861,12.49270456,6,42.0,92.0,0.4061412811279297,1.0,0.567365,0.49099184353124997,0.6868367872700251,0.4061412811279297,0.5350363088130952,M4,j_35730,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5719143828765754,0.5209876543209877,0.595,8445952.0,0.6710251644546208,0.696931167262462
2860,1,440338.0,440338.9058670324,2662,1719487384,3,666.8228706083673,667.2990768004936,41.91027805,12.47567983,17,42.0,89.0,0.4511580467224121,23.0,0.72451,0.9742656667499999,0.9058670324082171,0.4511580467224121,0.8597436922609807,R2_1,j_62131,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5721144228845769,0.5777777777777777,0.5845,21807104.0,0.7678628723670838,0.9139281341455565
2861,1,440393.0,440398.37484970776,3878,6645780991,0,666.4247750649675,670.9192246533678,41.91019934,12.47700165,12,45.0,91.0,1.02431321144104,160.0,0.9442200000000001,2.58391886371875,5.37484970777578,1.02431321144104,3.32289049555254,task_LTM1MDg2NzQ2MzE3ODcwMzc0NTM=,j_82889,8,cloud_batch,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5723144628925785,0.671604938271605,0.611,31768576.0,1.0,1.0
2862,1,440393.0,440398.3917875023,3984,6710610253,0,703.6492119575178,770.2591743441711,41.91755922,12.51327352,25,46.0,90.0,1.0200681686401367,1376.0,0.96805,2.6216900136562495,5.3917875022791755,1.0200681686401367,3.3553051267671585,task_ODYzMjgxNjM3NDU5NTUwMjc5MA==,j_82889,8,cloud_batch,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5725145029005801,0.6320987654320988,0.614,32636928.0,1.0,1.0
2863,1,440458.0,440458.12,49,40000000,0,575.3352445635751,651.0548334459561,41.89218945,12.46974859,12,37.0,83.0,0.1023249626159668,8.0,0.121855,0.02028168,0.12,0.1023249626159668,0.02687557468736172,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_77422,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5727145429085817,0.5654320987654321,0.5309999999999999,401408.0,0.0,0.0
2864,1,440526.0,440526.6051895365,1755,1493344640,3,741.5019731970762,652.9758271557533,41.92504333,12.47045,21,43.0,83.0,0.4234921932220459,5.0,0.6105050000000001,0.7434847800000001,0.605189536523471,0.4234921932220459,0.7466723200008273,M1,j_50909,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5729145829165834,0.5160493827160494,0.57,14376960.0,0.7390733110108668,0.8186216105391367
2865,6,440814.0,440814.12,33,40000000,0,566.5543827318943,663.2370573958275,41.89045333,12.47419667,30,34.0,90.0,0.1042151451110839,70.0,0.13239,0.017332559999999997,0.12,0.1042151451110839,0.027756296995878196,task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,j_51442,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5731146229245849,0.4049382716049383,0.5359999999999999,270336.0,0.0,0.0
2866,1,441059.0,441059.3596769372,646,646478805,2,569.6663154714457,713.9257277478924,41.89106861,12.49270456,5,36.0,91.0,0.3060472011566162,14.0,0.306175,0.30089288390625,0.359676937237179,0.3060472011566162,0.3232394026815891,R6_5,j_109895,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5733146629325865,0.5209876543209877,0.5525,5292032.0,0.568135519332795,0.5899858570091443
2867,1,441278.0,441278.31553090276,646,669403594,3,373.2816517399335,949.1404401479552,41.85224015,12.57858821,5,36.0,90.0,0.3057279586791992,80.0,0.34477,0.3073404808125,0.3155309027697368,0.3057279586791992,0.3347017973232269,R12_11,j_83708,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5735147029405882,0.5555555555555556,0.5489999999999999,5292032.0,0.5752501745477065,0.5899858570091443
2868,9,441386.0,441386.35850519093,355,779509886,1,603.6274411513807,649.9117297625246,41.89778328,12.46933121,26,44.0,86.0,0.3084700107574463,3.0,0.51351,0.28467075543750003,0.3585051909151147,0.3084700107574463,0.389754943292141,MergeTask,j_163927,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5737147429485897,0.47160493827160493,0.5870000000000001,2908160.0,0.6063407973681227,0.45302702948428425
2869,1,441464.0,441464.12,106,40000000,0,570.821101070055,709.0995121172798,41.89129693,12.49094237,22,33.0,95.0,0.1115961074829101,2.0,0.245425,0.03078792,0.12,0.1115961074829101,0.03413710978388785,M5,j_51734,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5739147829565913,0.5234567901234568,0.547,868352.0,0.0,0.1765209241245683
2870,1,441498.0,441498.73458435264,2662,1640449224,3,575.1178118687615,651.1076915155575,41.89214646,12.46976789,2,43.0,94.0,0.4457712173461914,4.0,0.67201,0.95203618425,0.7345843526221495,0.4457712173461914,0.8202246120572091,R2_1,j_6823,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5741148229645929,0.5679012345679012,0.6084999999999999,21807104.0,0.7582554361326459,0.9139281341455565
2871,9,441668.0,441668.14506086305,106,91732648,0,305.7714047373923,662.1579859231359,41.83889227,12.47380267,12,38.0,85.0,0.30476975440979,1.0,0.2314,0.04533772725,0.14506086304320945,0.30476975440979,0.09173264837980268,M5,j_2711,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5743148629725945,0.47901234567901235,0.5445,868352.0,0.16946076240991334,0.1765209241245683
2872,1,441710.0,441710.67141036794,2271,1210996054,3,575.2461269994532,650.9207163646931,41.89217183,12.46969962,13,36.0,94.0,0.405289888381958,16.0,0.39519,0.7591833601875001,0.6714103679606863,0.405289888381958,0.6054980271190405,M1,j_2498,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5745149029805962,0.5604938271604938,0.563,18604032.0,0.6962843855786929,0.8775867275824463
2873,6,441870.0,441870.12,49,40000000,0,575.1178118687615,651.1076915155575,41.89214646,12.46976789,2,40.0,79.0,0.1101996898651123,478.0,0.198985,0.02028168,0.12,0.1101996898651123,0.03191876162105799,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_23433,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5747149429885977,0.3925925925925926,0.5365,401408.0,0.0,0.0
2874,1,441922.0,441922.41415440507,646,611104878,0,526.3912916325847,711.4104231000872,41.88251243,12.49178615,24,38.0,89.0,0.2784571647644043,96.0,0.347305,0.2909439669375,0.41415440508673945,0.2784571647644043,0.30555243918180464,R6_5,j_6228,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5749149829965993,0.508641975308642,0.5585,5292032.0,0.5566465093734636,0.5899858570091443
2875,1,442031.0,442031.7339359429,2662,1520287674,3,375.4154661065443,947.1079241275809,41.85266204,12.57784608,9,41.0,95.0,0.4232058525085449,1.0,0.636925,0.9182407483125,0.73393594286179,0.4232058525085449,0.7601438370198011,R4_3,j_173675,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5751150230046009,0.5530864197530864,0.5990000000000001,21807104.0,0.7427241228702913,0.9139281341455565
2876,1,442072.0,442072.5883904033,1755,1483437975,3,526.3912916325847,711.4104231000872,41.88251243,12.49178615,24,40.0,93.0,0.4084889888763428,21.0,0.65261,0.74069853046875,0.5883904033055837,0.4084889888763428,0.7417189876645803,M1,j_14827,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5753150630126025,0.508641975308642,0.5855,14376960.0,0.7377143606104842,0.8186216105391367
2877,8,442144.0,442144.12,49,40000000,0,284.02869160715125,656.3010927104982,41.83459338,12.47166415,21,34.0,92.0,0.1096570491790771,11.0,0.1318,0.02028168,0.12,0.1096570491790771,0.029183030498027788,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_142445,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5755151030206042,0.4419753086419753,0.5429999999999999,401408.0,0.0,0.0
2878,1,442145.0,442146.37284302595,2662,3674248142,3,731.609822421258,739.9411550008558,41.92308749,12.50220354,17,47.0,81.0,0.9588017463684082,33.0,0.73285,1.5240421299375,1.372843025962623,0.9588017463684082,1.8371240711510182,R6_5,j_173690,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5757151430286057,0.6024691358024692,0.589,21807104.0,0.9228936091622528,0.9139281341455565
2879,9,442343.0,442343.41234171315,355,1032113566,2,949.4816817267621,612.6169382086435,41.96616432,12.45571381,3,43.0,90.0,0.3859479427337646,36.0,0.587115,0.35571554043750003,0.4123417131353474,0.3859479427337646,0.5160567834484576,MergeTask,j_30912,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5759151830366073,0.4839506172839506,0.5944999999999999,2908160.0,0.6636509965410309,0.45302702948428425
2880,9,442550.0,442550.12,49,40000000,0,603.6274411513807,649.9117297625246,41.89778328,12.46933121,12,33.0,92.0,0.1085519790649414,326.0,0.194425,0.02028168,0.12,0.1085519790649414,0.031268261879682534,task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_115933,6,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5761152230446089,0.47160493827160493,0.5364999999999999,401408.0,0.0,0.0
2881,1,442869.0,442869.59878872184,1755,1502832082,3,434.5165959405746,637.3437514549636,41.8643473,12.46474228,15,46.0,86.0,0.4216670989990234,8.0,0.62561,0.7461531230625,0.5987887218400515,0.4216670989990234,0.7514160412549972,M3,j_46841,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5763152630526105,0.5876543209876544,0.6,14376960.0,0.7403663297109616,0.8186216105391367
2882,1,442901.0,442905.03600315115,3878,5282530902,0,666.4247750649675,670.9192246533678,41.91019934,12.47700165,3,43.0,93.0,0.913494110107422,47.0,0.7586250000000001,2.2005047761875,4.036003151174514,0.913494110107422,2.6412654512882234,J3_1_2,j_151007,1,cloud_batch,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5765153030606122,0.6790123456790124,0.605,31768576.0,0.9970188676694068,1.0
2883,1,443024.0,443024.5044374062,646,968688742,1,616.2568970857975,631.9561721701428,41.90028033,12.46277512,11,44.0,89.0,0.3811979293823242,1.0,0.520585,0.39151442868749997,0.5044374061840518,0.3811979293823242,0.48434437110424045,M1,j_26646,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5767153430686137,0.5456790123456791,0.5975,5292032.0,0.650702412788804,0.5899858570091443
2884,1,443341.0,443341.5567659626,1329,855702896,2,621.0230177102337,680.1330708749099,41.90122267,12.48036589,29,36.0,89.0,0.3881847858428955,4.0,0.35218499999999997,0.4856277195,0.5567659625974443,0.3881847858428955,0.42785144818425175,M1,j_139267,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5769153830766153,0.6,0.5455,10887168.0,0.6253812426025273,0.7550146508091643
2885,1,443609.0,443613.66352252185,3971,5499113369,0,666.4247750649675,670.9192246533678,41.91019934,12.47700165,17,43.0,88.0,0.9311227798461914,310.0,0.7910250000000001,2.27856035503125,4.663522521869014,0.9311227798461914,2.7495566849398614,J5_3_4,j_94932,1,cloud_batch,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5771154230846169,0.671604938271605,0.5875,32530432.0,1.0,1.0
2886,1,443658.0,443658.63650490297,2271,1093588502,3,647.5882453831604,707.1115283358515,41.90647505,12.4902165,1,39.0,86.0,0.3721761703491211,8.0,0.375345,0.7261624861875,0.6365049029439075,0.3721761703491211,0.5467942511737347,M1,j_121383,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5773154630926185,0.6172839506172839,0.5545,18604032.0,0.6754634049731961,0.8775867275824463
2887,9,443683.0,443683.39351858094,355,773412100,0,297.5960062203494,659.9403023335508,41.83727586,12.47299293,21,37.0,91.0,0.3060569763183594,3.0,0.51351,0.282955753125,0.39351858093607117,0.3060569763183594,0.3867060501480103,MergeTask,j_97579,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5775155031006202,0.4765432098765432,0.5589999999999999,2908160.0,0.6047373806113194,0.45302702948428425
2888,9,443837.0,443837.53444705525,646,1013166899,1,583.6223687895994,667.6821197856957,41.89382795,12.47581969,22,36.0,93.0,0.3987009525299072,1.0,0.520585,0.40402391034374996,0.5344470552608509,0.3987009525299072,0.5065834497702122,M1,j_64335,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5777155431086217,0.49135802469135803,0.5595,5292032.0,0.6598681909606389,0.5899858570091443
2889,9,443905.0,443905.1343954772,106,95784657,0,759.5633520342601,671.9853691784684,41.92861436,12.47739093,16,38.0,89.0,0.3057577610015869,4.0,0.26648499999999997,0.04647735478125,0.13439547721187237,0.3057577610015869,0.09578465734952689,R2_1,j_63847,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5779155831166233,0.49382716049382713,0.5585,868352.0,0.17828583527599734,0.1765209241245683
2890,9,443908.0,443908.5033167168,1088,1405970694,3,305.7714047373923,662.1579859231359,41.83889227,12.47380267,14,39.0,95.0,0.4004459381103515,20.0,0.604405,0.5959694176875,0.5033167168354827,0.4004459381103515,0.7029853471398352,M1,j_135976,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5781156231246249,0.47901234567901235,0.586,8912896.0,0.7267638321191812,0.7092415845608687
2891,1,443924.0,443924.12,106,40000000,0,569.6663154714457,713.9257277478924,41.89106861,12.49270456,8,32.0,96.0,0.1199531555175781,3.0,0.255745,0.03078792,0.12,0.1199531555175781,0.037126791129112234,R2_1,j_94431,1,local_sensing,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5783156631326265,0.5209876543209877,0.5439999999999999,868352.0,0.0,0.1765209241245683
2892,1,444057.0,444057.6084895356,1031,1076141611,1,373.2816517399335,949.1404401479552,41.85224015,12.57858821,5,39.0,93.0,0.4041421413421631,2.0,0.5813900000000001,0.49269874809375,0.6084895355996814,0.4041421413421631,0.5380708055615425,M3_2,j_137124,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5785157031406282,0.5555555555555556,0.579,8445952.0,0.6721798572123575,0.696931167262462
2893,1,444059.0,444062.84780114074,3597,5292250609,0,649.3015077941119,707.089344379178,41.90681379,12.4902084,11,42.0,92.0,0.9188187122344972,95.0,0.75259,2.15144452378125,3.847801140762895,0.9188187122344972,2.6461253045570854,R3_2,j_144819,1,cloud_batch,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5787157431486297,0.6123456790123457,0.595,29466624.0,0.9973941892518603,0.9827922553294313
2894,9,444254.0,444254.43410448474,646,945817291,2,949.4816817267621,612.6169382086435,41.96616432,12.45571381,22,44.0,90.0,0.3681340217590332,2.0,0.53461,0.38508183309375005,0.43410448472034957,0.3681340217590332,0.47290864569187163,M1,j_113840,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5789157831566313,0.4839506172839506,0.601,5292032.0,0.6458239916830726,0.5899858570091443
2895,1,444266.0,444267.40117243485,2893,3412866129,3,649.3015077941119,707.089344379178,41.90681379,12.4902084,13,42.0,90.0,0.9072368144989014,6.0,0.7047300000000001,1.49310635878125,1.4011724348434609,0.9072368144989014,1.7064330648511647,J4_3_6,j_105950,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.579115823164633,0.6123456790123457,0.588,23699456.0,0.90782667332447,0.9329653117952851
2896,1,444393.0,444393.44783222646,646,1032735640,2,616.228523105372,631.8769124533417,41.90027472,12.46274618,1,39.0,89.0,0.3954811096191406,4.0,0.55567,0.40952761875000004,0.4478322264473828,0.3954811096191406,0.5163678203964234,M1,j_108235,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5793158631726345,0.5407407407407407,0.565,5292032.0,0.6637740164405656,0.5899858570091443
2897,1,444436.0,444436.95593180147,2662,1564447647,3,688.3335847222796,758.1058717007754,41.91453107,12.508836,30,48.0,83.0,0.4312891960144043,2.0,0.65095,0.9306607407187499,0.9559318014785558,0.4312891960144043,0.7822238236963749,R2_1,j_45898,1,urgent_edge,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5795159031806362,0.6395061728395062,0.6025,21807104.0,0.74857016861398,0.9139281341455565
2898,9,444478.0,444478.4303810223,646,949264801,2,297.5960062203494,659.9403023335508,41.83727586,12.47299293,8,40.0,90.0,0.3735542297363281,1.0,0.520585,0.38605144528124996,0.4303810223025848,0.3735542297363281,0.4746324009895325,M1,j_122102,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5797159431886377,0.4765432098765432,0.575,5292032.0,0.6465668391243606,0.5899858570091443
2899,1,444617.0,444617.36017773993,646,663948002,2,92.81127869375035,562.7070068985722,41.79678657,12.43749026,30,42.0,89.0,0.3040528297424316,67.0,0.34182999999999997,0.3058060955625,0.3601777399298264,0.3040528297424316,0.33197400109767905,J8_2_7,j_155087,1,balanced_partial,alibaba_batch_task.start_time,glasgow_mec.mobility,uci_execution_times,alibaba_machine_usage,alibaba_batch_task,True,True,True,True,correlation_aware,edge_balanced,mec_mixed,0.5799159831966393,0.5358024691358024,0.5845,5292032.0,0.5735793868533442,0.5899858570091443
